"IdAlumno","PromedioAcum","Genero"
"A26489",75.19,"M"
"A26490",75,"F"
"A26494",84.084,"M"
"A26496",93.04,"F"
"A26498",83.927,"M"
"A26504",70.725,"M"
"A26505",79.061,"F"
"A26506",79.711,"M"
"A26507",71.192,"M"
"A26509",88.23,"F"
"A26510",76.148,"M"
"A26514",88.535,"F"
"A26515",78.666,"M"
"A26518",84.157,"F"
"A26521",0,"M"
"A26525",83.534,"F"
"A26526",69.666,"M"
"A26527",70.915,"M"
"A26531",75.6,"M"
"A26532",91.4,"F"
"A26533",83.133,"M"
"A26534",91,"M"
"A26535",91.5,"F"
"A26539",88.044,"F"
"A26540",88.833,"F"
"A26541",0,"M"
"A26542",82.318,"M"
"A26544",91.866,"M"
"A26545",82,"M"
"A26546",82.04,"M"
"A26547",86.522,"M"
"A26548",83.954,"M"
"A26550",84.156,"M"
"A26551",85.381,"M"
"A26552",91.5,"F"
"A26553",86.509,"M"
"A26554",80.604,"M"
"A26555",81.6,"M"
"A26556",85.89,"M"
"A26557",80.604,"M"
"A26558",84.615,"M"
"A26559",88.596,"M"
"A26561",81.142,"M"
"A26562",85.72,"M"
"A26563",90,"F"
"A26564",85.615,"F"
"A26565",77.846,"M"
"A26569",77.56,"M"
"A26570",78.509,"M"
"A26571",83.076,"F"
"A26572",82.133,"F"
"A26574",78.521,"M"
"A26575",79.428,"F"
"A26576",93.769,"F"
"A26577",80.538,"M"
"A26579",90.75,"F"
"A26580",77.933,"M"
"A26581",75,"M"
"A26582",80.538,"M"
"A26583",78.8,"M"
"A26587",84.16,"M"
"A26588",82.625,"M"
"A26590",80.853,"F"
"A26591",73.25,"M"
"A26592",96,"M"
"A26593",76.22,"M"
"A26595",79.54,"F"
"A26596",83.755,"M"
"A26598",88.613,"F"
"A26601",90.411,"M"
"A26605",91.166,"M"
"A26607",80.792,"F"
"A26608",73.25,"F"
"A26609",94.215,"M"
"A26610",73.666,"F"
"A26611",80.09,"M"
"A26614",91,"M"
"A26617",89.333,"M"
"A26618",80.339,"F"
"A26621",75.785,"F"
"A26623",69.166,"M"
"A26624",80.108,"F"
"A26626",80.829,"F"
"A26628",0,"M"
"A26629",85.037,"M"
"A26630",85.792,"M"
"A26631",82.058,"F"
"A26635",89.617,"F"
"A26637",82.285,"M"
"A26638",82.916,"M"
"A26639",89.045,"M"
"A26640",83.924,"M"
"A26641",83.538,"F"
"A26642",84.028,"F"
"A26643",94.846,"M"
"A26644",69.153,"M"
"A26645",78.833,"M"
"A26647",94.384,"M"
"A26648",77.565,"M"
"A26649",68.312,"F"
"A26652",82.962,"M"
"A26653",84.733,"F"
"A26655",82.727,"M"
"A26656",94.019,"F"
"A26657",76.428,"M"
"A26658",85.783,"M"
"A26661",0,"M"
"A26667",88,"F"
"A26669",76.733,"M"
"A26670",86.394,"M"
"A26671",0,"F"
"A26672",0,"F"
"A26673",0,"M"
"A26674",0,"M"
"A26675",85.952,"F"
"A26676",89.026,"F"
"A26677",87.81,"F"
"A26678",0,"M"
"A26679",0,"M"
"A26682",0,"M"
"A26683",81.351,"M"
"A26684",0,"F"
"A26685",0,"M"
"A26686",78.233,"M"
"A26689",81.621,"M"
"A26690",86.028,"M"
"A26691",75.656,"F"
"A26692",76.812,"M"
"A26693",90.076,"M"
"A26694",0,"F"
"A26696",0,"M"
"A26698",86.783,"F"
"A26699",0,"M"
"A26700",83.526,"F"
"A26701",73.035,"M"
"A26703",84.918,"M"
"A26704",81.41,"F"
"A26705",85.405,"F"
"A26706",85.128,"F"
"A26707",83.852,"F"
"A26709",0,"M"
"A26710",75.921,"M"
"A26714",85.268,"M"
"A26715",89.9,"F"
"A26716",0,"F"
"A26719",70.636,"M"
"A26720",0,"M"
"A26722",0,"M"
"A26723",66.068,"M"
"A26724",90.357,"F"
"A26725",86.179,"M"
"A26728",73.103,"M"
"A26729",80.368,"F"
"A26730",0,"F"
"A26732",79.857,"M"
"A26733",93.666,"M"
"A26736",76.818,"M"
"A26737",82.363,"M"
"A26738",83.225,"F"
"A26739",87.692,"F"
"A26740",75.685,"F"
"A26741",71.375,"M"
"A26744",84,"F"
"A26745",82.833,"F"
"A26746",79.5,"F"
"A26747",83.05,"F"
"A26749",81.583,"M"
"A26750",89.791,"M"
"A26751",89.896,"F"
"A26752",86.692,"M"
"A26753",89.714,"F"
"A26755",86.689,"M"
"A26757",93.814,"M"
"A26758",85.75,"M"
"A26760",87.923,"M"
"A26761",92.23,"M"
"A26762",85.615,"M"
"A26763",82.933,"F"
"A26765",76.04,"F"
"A26767",75.846,"M"
"A26768",83.375,"F"
"A26769",73.826,"M"
"A26771",85.36,"M"
"A26772",82.347,"M"
"A26775",80.6,"F"
"A26776",89.038,"M"
"A26777",93.178,"M"
"A26778",73.7,"M"
"A26779",82.8,"M"
"A26780",81.64,"M"
"A26781",86.5,"M"
"A26784",83.923,"M"
"A26786",87.173,"F"
"A26787",87.5,"M"
"A26789",91,"F"
"A26790",96.4,"M"
"A26791",97.066,"F"
"A26792",97.714,"M"
"A26793",84.083,"M"
"A26794",76,"M"
"A26795",95,"F"
"A26796",84.923,"M"
"A26797",87.8,"M"
"A26798",81.25,"F"
"A26799",78.857,"M"
"A26800",88.583,"M"
"A26803",88.066,"M"
"A26805",87,"F"
"A26807",86,"M"
"A26808",87.066,"M"
"A26809",84.909,"M"
"A26810",62.5,"M"
"A26811",91,"M"
"A26813",79.928,"M"
"A26817",80.923,"F"
"A26819",85.153,"F"
"A26820",85.7,"F"
"A26823",79.153,"M"
"A26827",0,"F"
"A26829",0,"F"
"A26830",0,"M"
"A26835",0,"F"
"A26836",0,"M"
"A26841",83.769,"M"
"A26843",80,"M"
"A26845",78.2,"F"
"A26846",92.923,"F"
"A26847",61,"M"
"A26848",83.071,"M"
"A26849",87.846,"F"
"A26850",94,"M"
"A26851",86.692,"F"
"A26852",76.266,"F"
"A26854",88.846,"M"
"A26855",92.363,"F"
"A26856",81.857,"M"
"A26857",83.172,"M"
"A26859",75,"M"
"A26860",83.461,"F"
"A26861",75.076,"M"
"A26863",80.2,"M"
"A26864",89,"F"
"A26867",76.25,"M"
"A26868",71.434,"M"
"A26869",91.066,"F"
"A26870",76.2,"M"
"A26872",78,"M"
"A26873",0,"M"
"A26876",78.166,"F"
"A26881",83.642,"F"
"A26883",79.888,"M"
"A26884",97.285,"F"
"A26886",88.615,"F"
"A26888",71.23,"F"
"A26893",0,"M"
"A26894",0,"M"
"A26895",0,"M"
"A26897",0,"M"
"A26898",0,"F"
"A26900",0,"M"
"A26901",0,"M"
"A26902",0,"M"
"A26906",0,"M"
"A26907",0,"F"
"A26909",0,"F"
"A26910",0,"M"
"A26911",0,"M"
"A26912",0,"M"
"A26913",0,"F"
"A26914",0,"M"
"A26915",0,"F"
"A26916",0,"M"
"A26917",0,"F"
"A26919",0,"M"
"A26925",0,"M"
"A26928",0,"F"
"A26929",0,"M"
"A26930",0,"M"
"A26931",0,"F"
"A26934",0,"M"
"A26936",0,"M"
"A26937",0,"M"
"A26938",0,"M"
"A26939",0,"F"
"A26942",0,"M"
"A26945",0,"F"
"A26949",0,"F"
"A26951",0,"F"
"A26952",0,"M"
"A26953",0,"M"
"A26954",0,"M"
"A26961",0,"F"
"A26967",0,"F"
"A26970",0,"M"
"A26973",0,"M"
"A26974",0,"F"
"A26975",87.928,"F"
"A26976",0,"M"
"A26977",0,"M"
"A26978",0,"M"
"A28335",84.148,"F"
"A28507",81.441,"M"
"A28740",76.576,"F"
"A28761",82.293,"M"
"A28765",88.354,"F"
"A28772",79.772,"M"
"A28782",81.111,"M"
"A28785",80.037,"M"
"A28788",92.307,"F"
"A28803",93.789,"M"
"A28805",89.837,"M"
"A28806",75.136,"M"
"A28808",86.342,"F"
"A28813",88.02,"F"
"A28816",82.444,"M"
"A28820",81.586,"M"
"A28829",81.88,"F"
"A28836",77.846,"F"
"A28837",83.731,"M"
"A28838",87.805,"M"
"A28839",82.513,"F"
"A28840",96.677,"F"
"A28841",91.333,"M"
"A28842",79.511,"M"
"A28843",85.714,"F"
"A28844",83.884,"M"
"A28845",77.351,"F"
"A28846",70.411,"M"
"A28849",87.578,"F"
"A28855",86.407,"M"
"A28856",87.918,"F"
"A28858",70.133,"F"
"A28859",81.857,"M"
"A28860",82.027,"M"
"A28863",86.842,"F"
"A28870",90.13,"M"
"A28871",93.92,"F"
"A28872",81.666,"M"
"A28873",74.545,"M"
"A28875",85.24,"M"
"A28878",67.185,"M"
"A28879",81.045,"M"
"A28880",86.777,"M"
"A28882",76.222,"F"
"A28885",89.823,"F"
"A28887",80.783,"M"
"A28890",81.038,"M"
"A28893",89.571,"F"
"A28894",87.73,"F"
"A28895",85.564,"M"
"A28896",89.592,"F"
"A28897",67.277,"M"
"A28898",73.88,"F"
"A29051",79.26,"M"
"A29053",77.259,"M"
"A29054",80.05,"M"
"A29057",82.095,"M"
"A29061",70.142,"F"
"A29062",71.142,"M"
"A29063",83.076,"M"
"A29066",67.461,"M"
"A29067",88.23,"M"
"A29068",88.642,"F"
"A29070",79.333,"M"
"A29072",73.333,"M"
"A29075",78.4,"M"
"A29077",89.071,"M"
"A29078",84.833,"F"
"A29079",89.428,"M"
"A29085",81.5,"M"
"A29099",0,"F"
"A29100",0,"M"
"A29104",0,"M"
"A29105",83.96,"F"
"A29106",88.242,"F"
"A29107",89.352,"F"
"A29109",0,"M"
"A29110",0,"F"
"A29111",87.423,"M"
"A29112",87.722,"M"
"A29113",90.71,"M"
"A29114",80.45,"M"
"A29115",84.307,"M"
"A29116",0,"F"
"A29117",0,"F"
"A29120",0,"M"
"A29441",79.196,"F"
"A29504",81.927,"F"
"A29505",72.903,"M"
"A29537",83.132,"M"
"A29546",81.883,"M"
"A29553",83.857,"M"
"A29556",92.392,"M"
"A29558",88.285,"M"
"A29559",82.777,"M"
"A29560",86.553,"M"
"A29561",75.119,"M"
"A29564",80.274,"M"
"A29567",81.131,"M"
"A29568",82.87,"M"
"A29570",95.609,"M"
"A29574",74.566,"M"
"A29575",78.072,"F"
"A29582",78.4,"M"
"A29585",83.55,"M"
"A29586",77.627,"M"
"A29588",87.442,"M"
"A29589",75.727,"M"
"A29593",74.106,"M"
"A29596",90,"F"
"A29599",79.82,"M"
"A29603",93.512,"M"
"A29604",78.722,"M"
"A29606",76.657,"F"
"A29607",87,"M"
"A29608",87.368,"M"
"A29609",93.611,"M"
"A29617",90.289,"M"
"A29622",83.848,"M"
"A29625",88.275,"M"
"A29631",84.029,"F"
"A29637",78.486,"M"
"A29638",70.413,"M"
"A29647",86.739,"M"
"A29649",86.92,"M"
"A29651",74.423,"M"
"A29653",91.846,"M"
"A29655",77.888,"M"
"A29656",81.173,"M"
"A29657",78.153,"F"
"A29659",92.304,"M"
"A29661",89.32,"M"
"A29665",82,"M"
"A29669",87.428,"M"
"A29673",77.433,"M"
"A29675",86.16,"M"
"A29676",0,"F"
"A29678",79,"M"
"A29679",0,"F"
"A29680",77.962,"M"
"A29683",81.464,"M"
"A29686",77.086,"M"
"A29690",93.146,"M"
"A29693",78.4,"F"
"A29694",92.333,"M"
"A29696",92.076,"M"
"A29697",0,"M"
"A29698",85.625,"M"
"A29699",70,"F"
"A29700",78.28,"M"
"A29701",79.303,"M"
"A29702",80.784,"M"
"A29703",89.692,"M"
"A29704",82.5,"F"
"A29707",84.755,"F"
"A29708",98.692,"M"
"A29709",93.384,"F"
"A29711",82.8,"M"
"A29716",79.1,"M"
"A29717",84.734,"M"
"A29719",83.025,"F"
"A29720",82.371,"M"
"A29721",88.486,"M"
"A29722",77.441,"M"
"A29723",95.642,"M"
"A29724",82.75,"M"
"A29725",85.592,"M"
"A29727",88.367,"F"
"A29728",73.5,"M"
"A29729",86.083,"M"
"A29734",68.625,"M"
"A29735",86.833,"F"
"A29739",78.708,"M"
"A29740",83.081,"M"
"A29742",86.821,"M"
"A29743",88.423,"M"
"A29744",0,"M"
"A29750",0,"M"
"A29753",0,"M"
"A29754",86.076,"M"
"A29755",77.926,"M"
"A29756",82.405,"F"
"A29758",94.857,"F"
"A29759",0,"M"
"A29763",78.724,"M"
"A29764",0,"F"
"A29766",85.652,"M"
"A29767",92.076,"M"
"A29768",87.405,"M"
"A29769",86.448,"M"
"A29770",84.666,"F"
"A29771",86.026,"M"
"A29774",79.128,"M"
"A29777",88.269,"M"
"A29778",74.15,"M"
"A29779",0,"M"
"A29780",98.625,"M"
"A29781",84.538,"F"
"A29782",91.615,"M"
"A29785",83.24,"M"
"A29786",85.88,"F"
"A29788",79.48,"F"
"A29792",82.083,"F"
"A29793",94.4,"F"
"A29796",10,"M"
"A29797",85.769,"M"
"A29798",0,"F"
"A30056",80.246,"M"
"A30376",76.597,"M"
"A31124",77.459,"M"
"A31144",73.409,"M"
"A31580",77.062,"M"
"A32750",67.781,"M"
"A33036",69.327,"F"
"A33287",70.434,"M"
"A33544",57.222,"M"
"A33748",73.265,"M"
"A33754",73.07,"M"
"A33783",77.016,"M"
"A33830",75.56,"M"
"A33843",74.622,"M"
"A33884",86.297,"F"
"A33935",74.958,"M"
"A33972",76.101,"M"
"A33990",73.058,"M"
"A34004",72.89,"M"
"A34012",78.362,"M"
"A34044",70.444,"F"
"A34063",86.96,"M"
"A34069",71.842,"M"
"A34073",85.826,"F"
"A34083",78.736,"M"
"A34091",82.375,"M"
"A34098",74.484,"F"
"A34099",83.142,"F"
"A34106",71.115,"M"
"A34110",74,"M"
"A34112",75.939,"M"
"A34118",83.179,"F"
"A34138",77.388,"M"
"A34164",76.774,"F"
"A34165",73.942,"M"
"A34167",68.397,"M"
"A34173",75.777,"M"
"A34215",74.725,"F"
"A34219",63.75,"M"
"A34222",88.76,"M"
"A34223",92.384,"M"
"A34229",86.123,"F"
"A34232",80.381,"M"
"A34241",74.741,"M"
"A34242",70.018,"M"
"A34245",71.031,"F"
"A34260",73.738,"F"
"A34268",76.782,"F"
"A34292",93.885,"F"
"A34302",80.639,"F"
"A34331",73.1,"M"
"A34339",83.016,"M"
"A34396",77.631,"F"
"A34398",68.481,"M"
"A34419",74.611,"M"
"A34423",68.175,"F"
"A34425",87.456,"F"
"A34432",73.227,"M"
"A34436",71.555,"F"
"A34440",80.428,"M"
"A34444",80.888,"F"
"A34446",88.574,"F"
"A34448",84.913,"F"
"A34455",73.237,"M"
"A34458",87.47,"M"
"A34461",74.032,"M"
"A34467",87.621,"F"
"A34471",76.754,"M"
"A34476",84.674,"F"
"A34486",76.6,"M"
"A34494",76.53,"M"
"A34495",76.618,"M"
"A34500",73.442,"M"
"A34501",71.389,"M"
"A34503",75.607,"F"
"A34512",80.516,"M"
"A34516",84.236,"M"
"A34523",80.163,"M"
"A34525",77,"M"
"A34526",73.537,"M"
"A34530",82.507,"M"
"A34546",73.4,"M"
"A34552",74.907,"F"
"A34554",72.403,"M"
"A34566",83.905,"F"
"A34569",84.333,"F"
"A34590",72.04,"M"
"A34597",64.368,"M"
"A34600",76.4,"F"
"A34601",82.918,"M"
"A34610",82.578,"F"
"A34612",71.148,"F"
"A34627",87.649,"F"
"A34629",84.541,"F"
"A34634",67.973,"M"
"A34640",84.355,"F"
"A34641",87.107,"F"
"A34648",88.25,"F"
"A34661",87.952,"F"
"A34664",73.857,"M"
"A34674",80.851,"M"
"A34675",84.877,"M"
"A34680",84.255,"M"
"A34689",82.237,"F"
"A34695",82.19,"F"
"A34708",79.682,"M"
"A34709",76.876,"M"
"A34710",79.272,"M"
"A34711",79.114,"M"
"A34713",90.454,"M"
"A34719",77.411,"M"
"A34722",85.07,"M"
"A34723",74.946,"M"
"A34728",80.92,"M"
"A34734",74.56,"M"
"A34736",78.18,"M"
"A34737",81.656,"M"
"A34740",93.063,"M"
"A34743",77.472,"M"
"A34745",79.916,"F"
"A34750",80.236,"M"
"A34759",87.13,"F"
"A34764",86.209,"F"
"A34768",72.191,"F"
"A34770",72.181,"M"
"A34777",88.881,"F"
"A34792",75.18,"M"
"A34793",77.042,"F"
"A34802",72.428,"M"
"A34805",77.4,"M"
"A34821",82.796,"M"
"A34823",79.236,"F"
"A34825",75.76,"M"
"A34828",80.2,"M"
"A34840",77.44,"M"
"A34847",86.295,"M"
"A34849",74.196,"M"
"A34853",85.673,"F"
"A34855",89.979,"F"
"A34857",76.717,"M"
"A34859",91.519,"F"
"A34860",85.538,"M"
"A34861",74.441,"M"
"A34864",72.729,"M"
"A34866",77.771,"M"
"A34867",94.933,"F"
"A34868",75.49,"M"
"A34869",93.04,"F"
"A34870",80.686,"M"
"A34871",79.133,"M"
"A34872",86.49,"M"
"A34873",83.318,"M"
"A34876",78.6,"F"
"A34879",78.266,"M"
"A34880",83.846,"F"
"A34881",79.365,"F"
"A34882",97.02,"M"
"A34888",87.964,"F"
"A34889",80.066,"M"
"A34890",77.555,"F"
"A34893",87.288,"M"
"A34894",89.72,"F"
"A34895",91.148,"M"
"A34898",84.551,"M"
"A34901",89.303,"F"
"A34903",85.115,"M"
"A34904",86.537,"F"
"A34905",87.652,"F"
"A34906",84.29,"M"
"A34907",77.037,"M"
"A34909",78.142,"M"
"A34910",84.434,"F"
"A34911",76.562,"F"
"A34913",80.594,"M"
"A34914",92.5,"M"
"A34915",75.733,"M"
"A34916",97.425,"F"
"A34917",82.857,"F"
"A34918",79.833,"M"
"A34919",87.179,"M"
"A34920",93.82,"M"
"A34921",85.515,"F"
"A34924",73.625,"M"
"A34925",88.441,"M"
"A34926",88.76,"M"
"A34927",90.018,"F"
"A34928",83.527,"F"
"A34933",84.51,"M"
"A34935",88.866,"F"
"A34936",82.901,"F"
"A34937",88.977,"F"
"A34940",86.416,"F"
"A34948",90.207,"M"
"A34949",82.901,"M"
"A34953",85.224,"M"
"A34954",84.127,"F"
"A34955",75.4,"M"
"A34956",95.243,"M"
"A34957",89.06,"M"
"A34959",92,"M"
"A34961",84.021,"F"
"A34962",73.818,"F"
"A34963",82.021,"F"
"A34964",82.953,"F"
"A34965",90.92,"F"
"A34966",93.981,"F"
"A34967",93.769,"F"
"A34968",89,"F"
"A34971",90.75,"F"
"A34972",92.791,"F"
"A34975",75.275,"M"
"A34976",76.434,"M"
"A34978",77.969,"M"
"A34979",73.244,"M"
"A34980",89.804,"M"
"A34981",80.7,"M"
"A34982",88.5,"F"
"A34983",89.886,"M"
"A34986",85.92,"F"
"A34988",89.055,"F"
"A34989",76.34,"M"
"A34990",80.818,"M"
"A34994",76.222,"M"
"A34999",86.943,"M"
"A35003",82.2,"M"
"A35004",80.52,"M"
"A35005",80.941,"M"
"A35006",69.162,"M"
"A35008",98.346,"M"
"A35013",86.163,"F"
"A35017",82.613,"M"
"A35018",77.45,"M"
"A35019",92.604,"F"
"A35021",91.488,"F"
"A35024",72.594,"M"
"A35025",84.688,"F"
"A35026",91.96,"M"
"A35027",90.25,"M"
"A35029",87.05,"M"
"A35030",89.907,"F"
"A35031",85.731,"F"
"A35032",83.511,"F"
"A35037",92.38,"M"
"A35038",93.714,"M"
"A35041",84.395,"M"
"A35042",84.13,"M"
"A35044",82.49,"F"
"A35045",95.224,"F"
"A35050",86.146,"F"
"A35051",92.333,"F"
"A35052",95.352,"F"
"A35053",83.333,"F"
"A35054",82.069,"M"
"A35058",94.173,"F"
"A35059",81.684,"F"
"A35060",89.48,"F"
"A35063",89.377,"M"
"A35066",82.76,"M"
"A35068",87.136,"M"
"A35070",87.733,"F"
"A35076",77.083,"M"
"A35078",92.816,"F"
"A35081",84.078,"M"
"A35082",74.545,"M"
"A35083",91.787,"F"
"A35085",91.083,"M"
"A35088",57.5,"F"
"A35089",78.058,"F"
"A35091",93.12,"F"
"A35092",90.727,"M"
"A35095",89.625,"F"
"A35099",81.645,"M"
"A35100",89.06,"M"
"A35101",84.192,"M"
"A35102",84.849,"M"
"A35103",77.659,"M"
"A35106",88.021,"M"
"A35108",69.523,"M"
"A35110",83.695,"M"
"A35111",89,"M"
"A35113",69.552,"M"
"A35114",79.419,"M"
"A35117",81.098,"M"
"A35121",83.952,"F"
"A35124",94.38,"F"
"A35126",86.104,"F"
"A35127",94.411,"F"
"A35130",89.66,"F"
"A35131",72.125,"M"
"A35134",84.377,"F"
"A35135",78.82,"F"
"A35136",81.355,"F"
"A35137",89.54,"F"
"A35138",73.777,"M"
"A35139",89.518,"F"
"A35140",89.627,"M"
"A35141",64,"F"
"A35143",77.638,"M"
"A35144",92.204,"F"
"A35145",82.106,"M"
"A35148",86.116,"M"
"A35150",85.25,"M"
"A35152",82.829,"M"
"A35154",85.785,"F"
"A35156",76.31,"M"
"A35166",93.08,"F"
"A35175",77.857,"F"
"A35177",82.756,"F"
"A35178",87.5,"F"
"A35179",87.821,"M"
"A35180",76.428,"M"
"A35181",88.94,"F"
"A35182",87.434,"F"
"A35183",70.406,"M"
"A35184",85.346,"M"
"A35185",96.714,"F"
"A35188",94.027,"F"
"A35190",87.941,"F"
"A35191",87.387,"F"
"A35193",91.68,"F"
"A35194",78.531,"M"
"A35195",85.02,"M"
"A35196",81.017,"F"
"A35198",80.031,"M"
"A35201",90,"M"
"A35204",89.9,"M"
"A35205",81.846,"M"
"A35206",86.446,"M"
"A35210",76.2,"M"
"A35211",81.466,"F"
"A35213",90.568,"F"
"A35214",80.886,"M"
"A35215",83.264,"M"
"A35216",83.541,"M"
"A35217",74.088,"M"
"A35218",76.47,"M"
"A35220",76.423,"M"
"A35222",78.452,"F"
"A35223",71.972,"F"
"A35224",85.56,"F"
"A35226",86.942,"F"
"A35227",73.711,"M"
"A35229",70.408,"M"
"A35232",74.918,"F"
"A35233",68.965,"F"
"A35234",78.842,"F"
"A35238",47.041,"F"
"A35239",80.545,"F"
"A35240",67.166,"M"
"A35243",78.09,"M"
"A35244",70.857,"F"
"A35245",76.285,"M"
"A35246",90.75,"F"
"A35249",78.526,"M"
"A35250",89.659,"F"
"A35253",81.54,"F"
"A35254",82.944,"M"
"A35255",87.885,"F"
"A35256",94.39,"M"
"A35258",87.588,"M"
"A35260",95.194,"F"
"A35261",84.243,"F"
"A35263",78.19,"M"
"A35264",82.555,"F"
"A35265",75.909,"M"
"A35266",81.781,"M"
"A35267",74.555,"M"
"A35270",76.805,"F"
"A35271",85.657,"M"
"A35272",82.707,"F"
"A35273",72.607,"M"
"A35274",86.552,"M"
"A35276",75.125,"M"
"A35280",74.742,"M"
"A35285",73.363,"M"
"A35286",86.384,"M"
"A35287",88.696,"M"
"A35288",84.564,"F"
"A35291",87.5,"F"
"A35292",90.714,"F"
"A35294",90.125,"M"
"A35295",93.2,"F"
"A35300",85.342,"M"
"A35302",73.264,"M"
"A35304",88.705,"F"
"A35306",87.487,"F"
"A35308",84.578,"F"
"A35309",82.567,"M"
"A35313",83.837,"F"
"A35315",84.35,"F"
"A35321",88.446,"F"
"A35322",91.606,"F"
"A35323",85.256,"F"
"A35328",73,"M"
"A35330",77.666,"F"
"A35332",76.566,"M"
"A35333",73.166,"M"
"A35335",91.305,"M"
"A35336",86.046,"F"
"A35337",87.818,"F"
"A35338",80.026,"M"
"A35339",86.343,"M"
"A35342",77.607,"M"
"A35343",75.62,"M"
"A35344",81.119,"F"
"A35346",90.146,"F"
"A35347",73.222,"M"
"A35348",69.391,"M"
"A35349",81.125,"M"
"A35350",79.607,"M"
"A35351",87.4,"M"
"A35355",84.862,"F"
"A35356",81.914,"F"
"A35359",84.826,"F"
"A35360",90.589,"F"
"A35362",87.916,"F"
"A35363",77.333,"M"
"A35365",71.083,"M"
"A35368",76.277,"F"
"A35371",76.743,"M"
"A35372",85.19,"M"
"A35373",95.848,"M"
"A35374",86.696,"F"
"A35376",85.973,"F"
"A35381",83.032,"F"
"A35383",73.535,"M"
"A35384",79.371,"M"
"A35387",79.416,"M"
"A35388",93.363,"M"
"A35389",77.108,"M"
"A35390",88.461,"M"
"A35392",77.468,"M"
"A35395",82.241,"M"
"A35398",92.613,"F"
"A35400",71.366,"M"
"A35402",78.655,"F"
"A35404",88.69,"M"
"A35409",87.827,"F"
"A35411",79.875,"M"
"A35412",72.921,"M"
"A35416",79.675,"F"
"A35417",93.184,"M"
"A35418",91.642,"F"
"A35419",82.054,"M"
"A35425",94.119,"F"
"A35426",80.214,"M"
"A35430",79,"M"
"A35431",90.184,"M"
"A35432",74.864,"M"
"A35433",69.607,"M"
"A35434",84.187,"M"
"A35435",93.864,"M"
"A35437",87.666,"F"
"A35440",83.681,"F"
"A35441",81.625,"M"
"A35442",76.82,"F"
"A35443",84.972,"M"
"A35444",78.36,"F"
"A35445",86.722,"F"
"A35447",77.727,"M"
"A35448",73.096,"F"
"A35449",84.85,"M"
"A35453",80.756,"F"
"A35454",71.1,"F"
"A35455",82.394,"M"
"A35456",85.125,"F"
"A35460",86.095,"M"
"A35462",95.17,"F"
"A35464",86.115,"F"
"A35465",90.068,"F"
"A35466",87.945,"M"
"A35467",83.615,"F"
"A35471",79.75,"F"
"A35472",78.975,"F"
"A35473",69.125,"M"
"A35474",80.15,"M"
"A35476",92.947,"M"
"A35479",76.833,"M"
"A35480",83.86,"M"
"A35481",77.487,"M"
"A35482",75.692,"F"
"A35483",81.857,"F"
"A35484",88.325,"M"
"A35485",89.416,"M"
"A35487",89.111,"F"
"A35488",69.541,"M"
"A35489",90.181,"F"
"A35491",84.68,"F"
"A35492",94.512,"M"
"A35494",80.722,"F"
"A35495",73.921,"M"
"A35496",70.432,"M"
"A35499",89.263,"F"
"A35500",80.363,"F"
"A35501",77.736,"M"
"A35503",74.735,"M"
"A35504",83.48,"M"
"A35505",71.5,"M"
"A35507",78.459,"M"
"A35508",76.926,"M"
"A35509",88,"M"
"A35513",72.243,"M"
"A35515",94.55,"M"
"A35516",88.837,"M"
"A35520",89.416,"F"
"A35521",89.918,"M"
"A35523",76.025,"M"
"A35525",71.437,"M"
"A35527",90.048,"M"
"A35528",88.416,"M"
"A35529",84.075,"M"
"A35532",78.918,"F"
"A35533",77.243,"F"
"A35535",82.447,"M"
"A35537",78.243,"M"
"A35538",72.025,"M"
"A35539",75.321,"M"
"A35542",95.842,"F"
"A35543",86.102,"M"
"A35544",89.592,"F"
"A35548",87.116,"M"
"A35550",81.205,"F"
"A35551",85.225,"M"
"A35552",93.78,"M"
"A35556",84.302,"M"
"A35558",64.968,"M"
"A35559",87.096,"F"
"A35560",77.444,"F"
"A35561",78.5,"M"
"A35562",89.571,"F"
"A35563",84.486,"M"
"A35564",78.136,"M"
"A35565",87.675,"F"
"A35566",83.115,"F"
"A35567",81.75,"M"
"A35568",96.029,"M"
"A35572",83.64,"M"
"A35573",84.236,"F"
"A35574",76.236,"F"
"A35575",83.256,"M"
"A35576",80.08,"M"
"A35577",73.958,"M"
"A35579",90.588,"F"
"A35580",85.894,"M"
"A35581",68.5,"M"
"A35582",75.333,"M"
"A35583",81.538,"M"
"A35587",76.558,"M"
"A35588",82.657,"F"
"A35591",79.025,"M"
"A35592",86.542,"M"
"A35594",82.153,"F"
"A35595",83.025,"F"
"A35596",53.416,"M"
"A35597",88.388,"F"
"A35599",81.98,"F"
"A35600",85.085,"M"
"A35602",78.733,"M"
"A35604",74.444,"M"
"A35607",77.137,"F"
"A35608",91.363,"F"
"A35609",90.214,"F"
"A36837",68.822,"M"
"A37126",77.393,"F"
"A37164",81.538,"M"
"A37608",79.128,"M"
"A37727",75.071,"F"
"A37754",60.772,"M"
"A37873",72.14,"M"
"A37899",74.786,"M"
"A37905",78.888,"M"
"A37981",91.375,"F"
"A37996",73.071,"M"
"A37999",87.936,"M"
"A38030",86.163,"M"
"A38044",86.111,"M"
"A38046",84.725,"M"
"A38050",75.066,"M"
"A38055",79.179,"M"
"A38076",73.754,"M"
"A38089",77.949,"M"
"A38102",80.428,"F"
"A38123",72.257,"F"
"A38124",78.288,"F"
"A38133",64.175,"M"
"A38145",67.146,"M"
"A38157",82.379,"M"
